Reason1,Reason2,Reason3,Reason4,Day,Month,Year,Age,Body Mass Index,Education,Children,Pets,Distance to Work,Transportation Expense,Daily Work Load Average,Target
0,0,0,1,16,12,2,3,4,1,0,0,6,179,236.629,0
0,0,0,1,20,12,2,2,2,3,0,0,3,179,236.629,0
0,0,0,1,20,12,2,3,3,1,0,0,1,118,236.629,1
0,0,0,1,22,12,2,3,3,3,1,1,2,235,236.629,0
0,0,0,1,23,12,2,3,4,1,0,0,6,179,236.629,0
1,0,0,0,20,12,2,4,4,1,1,0,2,235,236.629,1
1,0,0,0,20,12,2,3,3,3,1,1,2,235,236.629,1
0,0,0,1,21,12,2,3,2,1,4,0,5,260,236.629,1
0,0,0,1,19,12,2,1,2,1,0,0,3,157,236.629,0
0,0,0,1,19,12,2,3,4,1,0,0,6,179,236.629,0
0,0,1,0,19,12,2,2,4,1,2,1,4,289,236.629,1
0,0,0,1,1,4,3,1,2,1,1,2,3,225,330.061,1
0,0,1,0,1,9,3,3,3,1,0,0,1,118,330.061,1
0,0,0,1,1,9,3,2,3,1,2,0,2,155,330.061,0
1,0,0,0,1,3,3,3,3,3,1,1,2,235,330.061,0
0,0,0,1,1,3,3,2,3,1,2,0,2,155,330.061,1
0,0,0,1,1,9,3,2,4,1,2,1,4,289,330.061,1
1,0,0,0,1,11,3,4,3,1,1,1,4,291,330.061,1
0,0,0,1,16,1,3,4,4,1,1,0,2,235,330.061,1
0,0,0,1,16,1,3,6,4,1,1,0,2,118,330.061,1
0,0,0,1,25,1,3,3,4,1,0,0,6,179,330.061,0
0,0,0,1,27,1,3,3,4,1,0,0,6,179,330.061,0
0,0,0,1,2,7,3,3,3,1,0,0,1,118,251.818,0
0,0,0,1,2,1,3,3,4,1,0,0,6,179,251.818,0
1,0,0,0,2,1,3,1,2,1,1,2,3,225,251.818,0
0,0,0,1,2,3,3,2,4,1,2,1,4,289,251.818,0
0,0,0,1,2,10,3,3,2,1,4,0,5,260,251.818,0
0,0,0,1,17,2,3,3,4,1,0,0,6,179,251.818,0
0,0,0,1,13,2,3,3,4,1,0,0,6,179,251.818,0
0,0,0,1,15,2,3,3,4,1,0,0,6,179,251.818,0
1,0,0,0,16,2,3,3,4,1,0,0,6,179,251.818,1
0,0,0,1,16,2,3,4,2,1,0,0,3,246,251.818,1
0,0,0,1,17,2,3,3,4,1,0,0,6,179,251.818,0
0,0,0,1,13,2,3,2,3,1,2,2,3,189,251.818,1
0,0,0,1,13,2,3,3,4,1,0,0,6,179,251.818,0
0,0,0,1,21,2,3,4,2,1,0,0,3,246,251.818,0
0,0,0,1,21,2,3,4,3,1,1,1,4,291,251.818,0
1,0,0,0,22,2,3,1,2,1,0,0,3,157,251.818,1
0,0,0,1,22,2,3,3,4,1,0,0,6,179,251.818,0
0,0,0,1,24,2,3,3,4,1,0,0,6,179,251.818,0
1,0,0,0,24,2,3,4,2,1,0,0,3,246,251.818,1
0,0,0,1,22,2,3,3,4,1,0,0,6,179,251.818,0
0,0,0,1,24,2,3,3,4,1,0,0,6,179,251.818,0
0,0,1,0,3,7,3,3,3,1,0,0,1,118,244.387,1
0,0,1,0,3,8,3,4,2,1,0,0,3,246,244.387,1
0,0,0,1,3,10,3,4,2,1,0,0,3,246,244.387,0
0,0,0,1,3,10,3,3,2,1,4,0,5,260,244.387,1
0,0,0,1,13,3,3,3,4,1,0,0,6,179,244.387,0
0,0,0,1,13,3,3,3,3,3,1,1,2,235,244.387,1
0,0,0,1,14,3,3,4,2,2,2,0,3,179,244.387,1
0,0,0,1,14,3,3,3,2,1,2,4,5,378,244.387,1
0,0,0,1,20,3,3,3,4,1,0,0,6,179,244.387,1
0,0,0,1,22,3,3,1,3,1,1,4,6,361,244.387,1
0,0,0,0,22,3,3,2,3,1,3,0,2,369,244.387,0
0,0,1,0,23,3,3,3,3,3,1,1,2,235,244.387,1
0,0,0,1,24,3,3,6,4,1,1,0,2,118,244.387,0
1,0,0,0,28,3,3,6,4,1,1,0,2,118,244.387,0
1,0,0,0,29,3,3,6,4,1,1,0,2,118,244.387,1
0,0,0,0,30,3,3,3,3,3,1,1,2,235,244.387,0
0,0,0,0,30,3,3,4,2,1,0,0,3,246,244.387,0
0,0,0,0,30,3,3,6,4,1,1,0,2,118,244.387,0
0,0,0,1,31,3,3,3,4,1,0,0,6,179,244.387,1
0,0,0,1,31,3,3,2,4,1,2,1,4,289,244.387,1
0,0,1,0,27,3,3,3,2,1,4,0,5,260,244.387,1
0,0,0,1,28,3,3,4,2,1,0,0,3,246,244.387,0
0,0,0,1,4,5,3,3,4,1,0,0,6,179,239.409,1
0,0,0,1,4,7,3,3,2,1,4,0,5,260,239.409,0
0,0,0,1,4,7,3,1,3,2,0,0,2,330,239.409,1
0,0,0,1,4,10,3,2,3,1,3,0,2,369,239.409,1
0,0,0,1,4,10,3,5,4,1,2,1,3,248,239.409,1
0,0,0,1,4,12,3,1,3,2,0,0,2,330,239.409,1
0,0,0,1,4,12,3,3,4,1,0,0,6,179,239.409,1
0,0,0,1,17,4,3,6,4,1,1,0,2,118,239.409,0
1,0,0,0,19,4,3,6,4,1,1,0,2,118,239.409,1
0,0,0,1,28,4,3,4,3,1,2,1,3,300,239.409,1
0,0,0,1,28,4,3,3,2,1,4,0,5,260,239.409,1
0,0,0,1,24,4,3,3,4,1,0,0,6,179,239.409,1
1,0,0,0,26,4,3,3,3,1,0,0,1,118,239.409,0
1,0,0,0,5,1,3,4,4,1,1,0,2,235,246.074,1
0,0,0,1,5,3,3,5,4,1,2,1,3,248,246.074,0
1,0,0,0,5,8,3,2,3,1,3,0,2,369,246.074,1
0,0,0,1,5,10,3,2,2,3,0,0,3,179,246.074,0
0,0,0,1,5,10,3,3,4,1,0,0,6,179,246.074,1
0,0,0,1,5,11,3,1,3,1,1,4,6,361,246.074,0
0,0,0,1,5,12,3,3,2,1,4,0,5,260,246.074,0
1,0,0,0,15,5,3,4,2,2,2,0,3,179,246.074,0
1,0,0,0,15,5,3,4,2,2,2,0,3,179,246.074,0
0,0,1,0,17,5,3,6,2,1,2,1,2,228,246.074,1
0,0,0,1,17,5,3,1,2,1,1,2,3,225,246.074,0
1,0,0,0,19,5,3,1,3,2,0,0,2,330,246.074,1
0,0,0,1,22,5,3,2,2,3,0,0,3,179,246.074,0
0,0,0,1,22,5,3,3,3,1,0,0,1,118,246.074,0
1,0,0,0,29,5,3,3,3,3,1,1,2,235,246.074,1
0,0,0,1,31,5,3,2,2,3,0,0,3,179,246.074,0
0,0,0,1,6,5,3,3,3,1,0,0,1,118,253.957,0
0,0,0,1,6,5,3,3,4,1,0,0,6,179,253.957,0
0,0,0,1,6,6,3,3,3,1,0,0,1,118,253.957,0
0,0,0,1,6,8,3,1,2,1,1,2,3,225,253.957,1
0,0,0,1,6,9,3,3,2,1,4,0,5,260,253.957,1
0,0,0,0,6,9,3,3,4,1,0,0,6,179,253.957,0
1,0,0,0,6,12,3,4,3,1,1,1,4,291,253.957,1
0,0,0,1,6,12,3,3,4,1,0,0,6,179,253.957,1
0,0,0,1,13,6,3,4,2,1,0,0,3,246,253.957,0
0,0,0,1,19,6,3,3,4,1,0,0,6,179,253.957,1
0,0,0,1,20,6,3,4,4,1,1,0,2,235,253.957,1
0,0,0,1,26,6,3,3,4,1,0,0,6,179,253.957,0
0,0,0,1,28,6,3,1,2,1,1,2,3,225,253.957,0
0,0,0,1,28,6,3,6,4,1,1,0,2,118,253.957,0
1,0,0,0,28,6,3,3,4,1,0,0,6,179,253.957,1
0,0,1,0,28,6,3,2,2,3,0,0,3,179,253.957,0
0,0,0,1,30,6,3,4,2,1,0,0,3,246,253.957,0
1,0,0,0,27,6,3,1,3,2,0,0,2,330,253.957,0
1,0,0,0,27,6,3,3,3,3,1,1,2,235,253.957,1
0,0,0,1,7,6,3,2,2,3,0,0,3,179,230.29,0
0,0,0,1,7,6,3,1,2,1,1,2,3,225,230.29,1
1,0,0,0,7,7,3,3,2,1,4,0,5,260,230.29,1
1,0,0,0,7,10,3,2,3,2,0,0,2,268,230.29,1
0,0,0,1,14,7,3,1,3,2,0,0,2,330,230.29,1
0,0,0,1,14,7,3,3,3,1,0,0,1,118,230.29,1
0,0,0,1,17,7,3,3,2,1,4,0,5,260,230.29,1
0,0,0,1,18,7,3,3,3,1,0,0,1,118,230.29,1
0,1,0,0,24,7,3,4,3,1,2,1,3,300,230.29,1
0,0,0,1,24,7,3,5,4,1,1,5,3,235,230.29,0
0,0,0,1,25,7,3,4,2,1,0,0,3,246,230.29,0
1,0,0,0,25,7,3,1,2,1,1,2,3,225,230.29,1
0,0,0,1,25,7,3,3,4,1,0,0,6,179,230.29,0
0,0,0,1,28,7,3,6,4,1,1,0,2,118,230.29,0
0,0,0,1,28,7,3,1,3,1,1,4,6,361,230.29,1
0,0,0,1,24,7,3,2,4,1,2,1,4,289,230.29,1
0,0,0,1,24,7,3,4,4,1,1,0,2,235,230.29,1
0,0,0,1,25,7,3,4,2,1,0,0,3,246,230.29,0
0,0,0,1,27,7,3,4,3,1,1,1,4,291,230.29,0
0,0,0,1,27,7,3,3,2,1,2,0,1,279,230.29,0
0,0,0,1,8,3,3,3,4,1,0,0,6,179,249.797,1
0,0,0,1,8,7,3,4,2,2,2,0,3,179,249.797,0
0,0,0,1,8,8,3,4,2,1,0,0,3,246,249.797,1
0,0,0,1,8,8,3,3,3,1,0,0,1,118,249.797,1
0,0,0,1,8,8,3,2,4,1,2,1,4,289,249.797,1
0,0,0,1,8,8,3,4,4,1,1,0,2,235,249.797,1
0,0,0,1,8,10,3,4,3,1,1,1,4,291,249.797,1
0,0,0,1,14,8,3,3,4,1,0,0,6,179,249.797,1
0,0,0,1,15,8,3,4,2,2,2,0,3,179,249.797,1
0,0,0,1,17,8,3,1,3,2,0,0,2,330,249.797,1
0,0,0,1,22,8,3,3,3,3,1,1,2,235,249.797,1
0,0,0,1,22,8,3,4,2,1,0,0,3,246,249.797,0
0,0,0,1,22,8,3,3,3,1,0,0,1,118,249.797,1
0,0,0,1,24,8,3,4,3,1,1,1,4,291,249.797,0
0,0,0,1,28,8,3,3,2,1,4,0,5,260,249.797,0
0,0,0,1,9,5,3,4,2,1,0,0,3,246,261.756,0
0,0,0,1,9,5,3,4,2,1,0,0,3,246,261.756,0
0,0,0,1,9,5,3,3,3,1,0,0,1,118,261.756,0
0,0,0,1,9,5,3,2,3,1,2,0,2,155,261.756,0
0,0,0,1,9,7,3,4,3,1,1,1,4,291,261.756,0
0,0,0,1,9,8,3,2,2,3,0,0,3,179,261.756,1
0,0,0,1,9,8,3,5,4,1,2,1,3,248,261.756,0
0,0,0,1,9,11,3,3,4,1,0,0,6,179,261.756,1
0,0,0,1,13,9,3,1,2,1,1,2,3,225,261.756,0
0,0,0,1,18,9,3,2,2,3,0,0,3,179,261.756,0
0,0,0,1,19,9,3,2,3,1,3,0,2,369,261.756,1
0,0,0,1,26,9,3,1,3,1,1,4,6,361,261.756,1
1,0,0,0,10,5,3,5,4,1,0,2,5,289,284.853,0
1,0,0,0,10,5,3,2,3,3,0,0,2,235,284.853,0
0,0,0,1,10,6,3,4,2,1,0,0,3,246,284.853,1
1,0,0,0,10,11,3,5,4,1,0,2,5,289,284.853,0
0,0,0,1,10,11,3,4,3,1,1,1,4,291,284.853,0
0,0,0,1,17,10,3,3,3,1,0,0,1,118,284.853,0
0,0,0,1,19,10,3,5,4,1,0,2,5,289,284.853,0
0,0,0,1,20,10,3,4,3,1,1,1,4,291,284.853,0
0,0,0,1,24,10,3,1,2,1,1,2,3,225,284.853,0
0,0,0,1,24,10,3,2,3,1,3,0,2,369,284.853,1
0,0,0,1,24,10,3,2,3,1,3,0,2,369,284.853,0
0,0,0,1,24,10,3,1,2,1,1,2,3,225,284.853,1
0,0,0,1,24,10,3,2,3,1,3,0,2,369,284.853,1
0,0,0,1,25,10,3,3,4,1,0,0,6,179,284.853,0
1,0,0,0,25,10,3,6,2,1,2,1,2,228,284.853,0
0,0,0,1,25,10,3,4,3,1,1,1,4,291,284.853,0
1,0,0,0,26,10,3,2,3,1,3,0,2,369,284.853,1
1,0,0,0,26,10,3,1,2,1,1,2,3,225,284.853,0
1,0,0,0,27,10,3,2,3,1,3,0,2,369,284.853,1
1,0,0,0,27,10,3,1,2,1,1,2,3,225,284.853,0
0,0,0,1,29,10,3,2,3,1,2,2,3,189,284.853,1
1,0,0,0,29,10,3,2,3,3,0,0,2,235,284.853,1
1,0,0,0,29,10,3,5,4,1,2,1,3,248,284.853,1
0,0,0,0,29,10,3,1,2,1,1,2,3,225,284.853,0
1,0,0,0,31,10,3,1,2,1,1,2,3,225,284.853,0
0,0,1,0,11,7,3,3,4,1,0,0,6,179,268.519,0
0,0,0,1,11,8,3,3,3,1,0,0,1,118,268.519,0
1,0,0,0,11,8,3,1,3,2,0,0,2,330,268.519,1
0,0,0,1,11,10,3,3,4,1,0,0,6,179,268.519,0
1,0,0,0,14,11,3,3,3,1,0,0,1,118,268.519,1
0,0,0,1,15,11,3,2,4,1,2,1,4,289,268.519,1
1,0,0,0,17,11,3,2,3,3,0,0,2,235,268.519,1
0,0,0,1,17,11,3,1,2,1,1,2,3,225,268.519,1
0,0,0,1,21,11,3,1,3,1,1,4,6,361,268.519,1
0,0,0,1,22,11,3,4,3,1,1,1,4,291,268.519,0
1,0,0,0,23,11,3,3,3,1,0,0,1,118,268.519,0
1,0,0,0,23,11,3,1,2,1,1,2,3,225,268.519,0
0,0,0,1,27,11,3,3,4,1,0,0,6,179,268.519,0
0,0,0,1,27,11,3,3,3,1,0,0,1,118,268.519,1
1,0,0,0,28,11,3,3,3,1,0,0,1,118,268.519,1
0,0,0,1,28,11,3,1,2,1,1,2,3,225,268.519,0
0,0,0,0,28,11,3,4,3,1,1,1,4,291,268.519,0
0,0,0,0,29,11,3,2,4,1,2,1,4,289,268.519,0
1,0,0,0,30,11,3,5,4,1,2,1,3,248,268.519,1
0,0,0,0,30,11,3,4,4,1,1,0,2,235,268.519,0
0,0,0,1,24,11,3,1,2,1,1,2,3,225,268.519,0
0,0,0,1,24,11,3,2,3,1,3,0,2,369,268.519,1
0,0,0,1,27,11,3,1,3,1,1,4,6,361,268.519,0
1,0,0,0,12,5,3,3,4,1,0,0,6,179,280.549,1
0,0,0,1,12,6,3,4,3,1,1,1,4,291,280.549,0
0,0,0,1,12,6,3,1,2,1,1,2,3,225,280.549,0
1,0,0,0,12,8,3,2,2,3,0,0,3,179,280.549,0
0,0,0,1,12,8,3,1,2,1,1,2,3,225,280.549,0
0,0,0,1,13,12,3,1,2,1,1,2,3,225,280.549,0
1,0,0,0,14,12,3,1,3,1,1,4,6,361,280.549,1
0,0,1,0,15,12,3,4,2,2,2,0,3,179,280.549,0
0,0,0,1,15,12,3,4,4,1,1,0,2,235,280.549,1
0,0,1,0,18,12,3,2,2,2,1,8,6,233,280.549,1
1,0,0,0,19,12,3,2,2,3,0,0,3,179,280.549,1
0,0,0,1,19,12,3,1,2,1,1,2,3,225,280.549,0
0,0,0,1,21,12,3,1,2,1,1,2,3,225,280.549,0
0,0,0,1,18,12,3,1,2,1,1,2,3,225,280.549,0
0,0,1,0,19,12,3,2,3,1,2,0,2,155,280.549,1
1,0,0,0,1,1,4,2,2,3,0,0,3,179,313.532,1
1,0,0,0,1,4,4,2,2,3,0,0,3,179,313.532,1
0,0,0,1,1,4,4,4,2,2,2,0,3,179,313.532,0
0,0,0,1,1,5,4,4,2,2,2,0,3,179,313.532,0
1,0,0,0,1,8,4,2,2,3,0,0,3,179,313.532,0
0,0,0,1,1,10,4,4,2,2,2,0,3,179,313.532,0
1,0,0,0,1,11,4,5,4,1,0,2,5,289,313.532,1
0,0,1,0,1,12,4,4,2,2,2,0,3,179,313.532,0
0,0,0,1,15,1,4,2,2,3,0,0,3,179,313.532,0
0,0,1,0,16,1,4,2,3,1,2,0,2,155,313.532,1
0,0,0,1,17,1,4,2,2,3,0,0,3,179,313.532,0
0,0,0,1,17,1,4,3,4,1,0,0,6,179,313.532,0
1,0,0,0,17,1,4,2,4,1,2,1,4,289,313.532,1
0,0,0,1,18,1,4,3,4,1,0,0,6,179,313.532,0
0,0,0,1,26,1,4,3,4,1,0,0,6,179,313.532,0
1,0,0,0,2,6,4,3,4,1,0,0,6,179,264.249,1
0,0,0,1,2,6,4,1,2,1,1,2,3,225,264.249,0
1,0,0,0,2,7,4,5,4,1,2,1,3,248,264.249,1
0,0,0,1,2,7,4,3,4,1,0,0,6,179,264.249,0
0,0,0,1,2,8,4,1,2,1,1,2,3,225,264.249,0
0,0,0,1,2,8,4,3,4,1,0,0,6,179,264.249,0
0,0,0,1,2,8,4,2,2,3,0,0,3,179,264.249,0
0,0,0,1,2,9,4,4,3,4,2,2,2,225,264.249,0
0,0,0,1,2,9,4,3,4,1,0,0,6,179,264.249,0
0,0,1,0,2,12,4,2,2,2,1,8,6,233,264.249,0
0,0,0,1,2,12,4,3,4,1,0,0,6,179,264.249,0
1,0,0,0,13,2,4,1,2,1,1,2,3,225,264.249,1
0,0,0,1,14,2,4,3,4,1,0,0,6,179,264.249,0
0,0,0,1,15,2,4,3,4,1,0,0,6,179,264.249,0
0,0,0,1,15,2,4,1,2,1,1,2,3,225,264.249,0
1,0,0,0,15,2,4,2,2,3,0,0,3,179,264.249,0
0,0,0,1,16,2,4,4,2,2,2,0,3,179,264.249,0
0,0,0,1,16,2,4,3,4,1,0,0,6,179,264.249,0
1,0,0,0,21,2,4,2,2,2,1,8,6,233,264.249,0
0,0,0,1,21,2,4,2,2,3,0,0,3,179,264.249,0
0,0,0,1,21,2,4,3,4,1,0,0,6,179,264.249,0
1,0,0,0,22,2,4,3,4,1,0,0,6,179,264.249,1
0,0,0,1,23,2,4,3,4,1,0,0,6,179,264.249,0
0,0,0,1,26,2,4,2,3,1,2,0,2,155,264.249,1
0,0,0,1,26,2,4,2,3,3,0,0,2,235,264.249,0
0,0,0,1,26,2,4,3,4,1,0,0,6,179,264.249,0
1,0,0,0,26,2,4,1,2,1,1,2,3,225,264.249,0
0,0,0,1,27,2,4,3,4,1,0,0,6,179,264.249,0
0,0,0,1,27,2,4,5,4,1,2,1,3,248,264.249,0
0,0,0,1,27,2,4,1,2,1,1,2,3,225,264.249,0
0,0,0,1,28,2,4,3,4,1,0,0,6,179,264.249,0
0,0,0,1,22,2,4,3,4,1,0,0,6,179,264.249,0
0,0,0,1,23,2,4,2,3,3,0,0,2,235,264.249,0
0,0,0,1,3,5,4,3,4,1,0,0,6,179,222.196,0
0,0,0,1,3,5,4,5,4,1,2,1,3,248,222.196,0
0,0,0,1,3,6,4,6,2,1,2,1,2,228,222.196,0
0,0,0,1,3,6,4,5,4,1,2,1,3,248,222.196,0
1,0,0,0,3,6,4,6,2,1,2,1,2,228,222.196,1
0,0,0,1,3,7,4,3,4,1,0,0,6,179,222.196,0
0,0,0,1,3,8,4,1,2,1,1,2,3,225,222.196,0
0,0,0,1,3,8,4,3,4,1,0,0,6,179,222.196,0
0,0,0,1,3,8,4,1,2,1,1,2,3,225,222.196,0
0,0,0,1,3,9,4,2,2,3,0,0,3,179,222.196,0
0,0,0,1,3,12,4,2,3,3,0,0,2,235,222.196,0
0,0,1,0,3,12,4,1,3,1,1,4,6,361,222.196,1
1,0,0,0,13,3,4,3,4,1,0,0,6,179,222.196,1
0,0,0,1,14,3,4,3,4,1,0,0,6,179,222.196,0
0,0,0,1,15,3,4,3,4,1,0,0,6,179,222.196,0
0,0,0,1,16,3,4,2,2,3,0,0,3,179,222.196,0
1,0,0,0,19,3,4,3,4,1,0,0,6,179,222.196,1
1,0,0,0,19,3,4,5,4,1,2,1,3,248,222.196,0
0,0,0,1,19,3,4,3,4,1,0,0,6,179,222.196,0
1,0,0,0,19,3,4,1,2,1,1,2,3,225,222.196,1
0,0,0,1,20,3,4,3,4,1,0,0,6,179,222.196,0
0,0,0,1,21,3,4,2,4,1,2,1,4,289,222.196,1
0,0,0,1,21,3,4,6,2,1,2,1,2,228,222.196,0
0,0,0,1,21,3,4,3,4,1,0,0,6,179,222.196,0
0,0,0,1,22,3,4,5,4,1,2,1,3,248,222.196,0
0,0,0,1,22,3,4,3,4,1,0,0,6,179,222.196,0
0,0,0,1,23,3,4,2,2,3,0,0,3,179,222.196,0
0,0,0,1,23,3,4,3,4,1,0,0,6,179,222.196,0
0,0,0,1,27,3,4,3,4,1,0,0,6,179,222.196,0
0,0,0,1,28,3,4,5,3,1,2,0,2,118,222.196,1
1,0,0,0,28,3,4,2,3,1,2,0,2,155,222.196,1
0,0,0,1,28,3,4,3,4,1,0,0,6,179,222.196,0
0,0,0,1,29,3,4,3,4,1,0,0,6,179,222.196,0
1,0,0,0,26,3,4,2,2,3,0,0,3,179,222.196,0
0,0,1,0,26,3,4,2,4,1,2,1,4,289,222.196,1
0,0,0,1,28,3,4,2,3,1,3,0,2,369,222.196,1
1,0,0,0,4,2,4,1,2,1,1,2,3,225,246.288,1
1,0,0,0,4,2,4,3,3,1,0,0,1,118,246.288,1
0,0,1,0,4,3,4,1,3,1,1,4,6,361,246.288,1
0,0,1,0,4,4,4,5,4,1,2,1,3,248,246.288,1
1,0,0,0,4,5,4,2,3,1,2,2,3,189,246.288,1
0,0,0,1,4,6,4,2,2,3,0,0,3,179,246.288,0
1,0,0,0,4,9,4,2,3,1,3,0,2,369,246.288,1
0,1,0,0,4,10,4,4,2,2,2,0,3,179,246.288,0
0,0,0,1,4,10,4,6,4,1,1,0,2,118,246.288,0
0,0,0,1,4,10,4,1,3,1,1,4,6,361,246.288,0
1,0,0,0,4,11,4,3,3,1,0,0,1,118,246.288,0
0,0,0,1,13,4,4,3,3,3,1,1,2,235,246.288,1
0,0,0,1,13,4,4,2,2,3,0,0,3,179,246.288,0
0,0,1,0,16,4,4,1,2,1,1,2,3,225,246.288,1
0,1,0,0,17,4,4,2,3,3,0,0,2,235,246.288,0
0,0,0,1,20,4,4,2,2,3,0,0,3,179,246.288,0
0,0,0,1,24,4,4,2,3,1,2,0,2,155,246.288,1
0,0,1,0,26,4,4,1,2,1,1,2,3,225,246.288,1
1,0,0,0,26,4,4,6,4,1,1,0,2,118,246.288,0
0,0,0,1,27,4,4,2,2,3,0,0,3,179,246.288,0
0,0,0,1,5,7,4,3,3,3,1,1,2,235,237.656,1
0,0,1,0,5,9,4,4,3,4,2,2,2,225,237.656,0
0,0,0,1,5,9,4,2,3,3,0,0,2,235,237.656,0
1,0,0,0,5,9,4,3,3,1,0,0,1,118,237.656,0
0,0,0,1,5,9,4,4,4,1,1,0,2,235,237.656,1
1,0,0,0,5,10,4,2,2,3,0,0,3,179,237.656,0
0,0,0,1,5,10,4,4,3,1,1,1,4,291,237.656,0
1,0,0,0,5,10,4,4,3,4,2,2,2,225,237.656,1
0,0,1,0,5,11,4,4,3,1,2,1,3,300,237.656,1
0,0,0,1,5,11,4,4,3,4,2,2,2,225,237.656,1
0,0,0,1,5,11,4,2,2,3,0,0,3,179,237.656,0
0,0,0,1,14,5,4,6,4,1,1,0,2,118,237.656,0
1,0,0,0,15,5,4,6,4,1,1,0,2,118,237.656,0
0,0,0,1,15,5,4,3,3,1,0,0,1,118,237.656,0
0,0,0,0,15,5,4,6,4,1,1,0,2,118,237.656,0
0,0,0,1,16,5,4,2,2,3,0,0,3,179,237.656,0
0,0,0,0,16,5,4,3,2,1,2,4,5,378,237.656,0
0,1,0,0,18,5,4,4,2,2,2,0,3,179,237.656,0
1,0,0,0,21,5,4,2,3,1,2,0,2,155,237.656,1
1,0,0,0,21,5,4,2,3,3,0,0,2,235,237.656,1
0,0,0,1,23,5,4,4,3,1,1,1,4,291,237.656,1
1,0,0,0,23,5,4,4,2,2,2,0,3,179,237.656,1
1,0,0,0,23,5,4,1,2,1,1,2,3,225,237.656,0
1,0,0,0,24,5,4,1,3,2,0,0,2,330,237.656,1
0,0,0,1,24,5,4,2,3,3,0,0,2,235,237.656,0
0,0,0,1,31,5,4,4,3,1,1,1,4,291,237.656,0
